Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Volume (product.metafields.custom.volume),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age restrictions (product.metafields.shopify.age-restrictions),Candle type (product.metafields.shopify.candle-type),Color (product.metafields.shopify.color-pattern),Country (product.metafields.shopify.country),Drinkware material (product.metafields.shopify.drinkware-material),Event type (product.metafields.shopify.event-type),Region (product.metafields.shopify.region),Size (product.metafields.shopify.size),Ticket additional features (product.metafields.shopify.ticket-additional-features),Ticket type (product.metafields.shopify.ticket-type),Wine sweetness (product.metafields.shopify.wine-sweetness),Wine variety (product.metafields.shopify.wine-variety),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
1045,Thumper Black Raspberry Hard Seltzer,"<p>A vodka soda made from our apple based vodka, reverse osmosis water, black raspberry extract and carbonation. Entirely gluten free, contains no sugar, no artificial flavoring, and only 103 Calories. Sometimes simplicity is best and this product showcases that! 5% ABV</p>",Nashoba,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine","Thumper Black Raspberry- A vodka soda made from our apple-based vodka, reverse osmosis water, black raspberry extract and carbonation.","<p>SOLD OUT Thumper Black Raspberry- A vodka soda made from our apple-based vodka, and only 103 Calories. Sometimes simplicity is best, and this product showcases that! 5% ABV 12oz PICK UP ONLY</p>, black raspberry extract and carbonation. Entirely gluten free, contains no sugar, no artificial flavoring, reverse osmosis water",TRUE,Title,Spirits,,1.23E+11,Black Rasp Seltzer,,,,,1.23E+11,226.796185,,-2,deny,manual,3.25,3.25,TRUE,FALSE,,,,,"SOLD OUT Thumper Black Raspberry- A vodka soda made from our apple-based vodka, reverse osmosis water, black raspberry extract and carbonation. Entirely...",https://cdn.shopify.com/s/files/1/0623/7254/4598/files/thumper-seltzer-black-raspberry-1663350810882.jpg?v=1732366256,1,,FALSE,,,Wine,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
1044,Cabernet Sauvignon,"<p>Bold and complex flavors, this wine boasts rich notes of dark fruit and a barely perceptible touch of oak, delivering a full-bodied and satisfying experience. Elevate any meal or occasion with a bottle of our Cabernet Sauvignon.</p>","Nashoba Valley Spirits, Ltd.","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine","Fleshy, dark berry fruits and warm spice fill the palate, supported by a barely perceptible touch of oak. An evenly textured, silky mouth-feel finishes with fine velvety tannins and a tight acid backbone. Yup, its a Cab and a big, bold one!","<p><em>2019 vintage of Cabernet Sauvignon was aged in all first fill American oak and utilized</em>&nbsp;<em>extended maceration and a cold soak to extract as much tannin as possible.&nbsp;A bold, heavy tannin wine. Full-bodied with notes of ripe plum and wild berry spice&nbsp;on the front of the palate. Followed by complex notes of black pepper and a&nbsp;hint of vanilla derived from oak aging.</em></p>, wine",TRUE,Title,Default Title,,,,,,,,6.06E+11,1360.77711,,-74,deny,manual,27,,TRUE,FALSE,,,,,2019 vintage of Cabernet Sauvignon was aged in all first fill American oak and utilized extended maceration and a cold soak to extract as much tannin as...,https://cdn.shopify.com/s/files/1/0623/7254/4598/files/cabsauv1-1711043688675.jpg?v=1732366254,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,,,,,dry,red,,,,,,lb,,,active
1042,Amora - Blackberry Port Style Wine,"<p>Ruby red in color with intense aromas of blackberries with underlying mineral and tea-like hints of espresso. Powerful, bright &amp; concentrated blackberry fruit flavors on the palate. The palate is rich yet elegant, with vibrant purity of fruit and a supple</p>","Nashoba Valley Spirits, Ltd.","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Dessert Wine,"Blackberries, Red Wine, sweet, wine",TRUE,Size,375,,,,,,,,6.06E+11,1360.77711,,-20,deny,manual,23,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0623/7254/4598/files/amora1-1711037950305.jpg?v=1732366249,1,,FALSE,,,Wine,,Adult,,,,,,,,,375.0ml,,,,,,,,,,,,sweet,fruit-blackberries,,,,,,lb,,,active
1041,Estate Riesling,<p>Estate grown on one of the highest elevation in central Massachusetts.   Fragrant aromas of white peach and Bosc pear backed by pastoral scents of hay or straw.</p>,Nashoba,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",,"<p>Estate grown on one of the highest elevation in central Massachusetts. Fragrant aromas of white peach and Bosc pear backed by pastoral scents of hay or straw.</p>, wine",TRUE,Title,Default Title,,,,,,,,'60610011804,1360.77711,,-31,deny,manual,24,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0623/7254/4598/files/estateriesling1-1711553894652.jpg?v=1732366246,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,estate; massachusetts,,,,dry,,,,,,,lb,,,active
1038,Merlot,"<p>Medium-bodied, bursting with fruit! Notes of plum and black cherry followed by a dry/ tannic finish. An approachable, easy to drink red wine. Pairs well with, rack of lamb, venison or bbq chicken pizza. A versatile wine perfect for any night</p>","Nashoba Valley Spirits, Ltd.","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Dry Red Wine,wine,TRUE,Title,Default Title,,,,,,,,6.06E+11,1360.77711,,-30,deny,manual,24,,TRUE,FALSE,,,,,"One of our more interesting blends of tradition and new world. An often shunned upon vinifera meets a low bush blueberry and magic is found. A bright, fresh,...",https://cdn.shopify.com/s/files/1/0623/7254/4598/files/merlot1-1711554869308.jpg?v=1732366238,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,,,,,dry,merlot,,,,,,lb,,,active
1036,Gewurtztraminer,"<p>Aromas of Jasmine lead the way to lychee, pear and wet stone in this bright, light and high-toned wine; a whirl of grapefruit and mango on the midpalate. The acidity holds tight throughout, making for a lively experience of balanced fruit and texture.</p>","Nashoba Valley Spirits, Ltd.","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Dry White Wine,"<p>Aromas of Jasmine lead the way to lychee, light and high-toned wine; a whirl of grapefruit and mango on the midpalate. The acidity holds tight throughout, making for a lively experience of balanced fruit and texture.</p>, pear and wet stone in this bright, wine",FALSE,Title,Default Title,,,,,,,,6.06E+11,1360.77711,,0,deny,manual,19,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0623/7254/4598/files/gewurtzraminer-1624356417384.jpg?v=1732366232,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,,,,,dry,gewurtzminer,,,,,,lb,,,draft
1035,Chardonnay,"<p>The traditional barrel aged Chardonnay is rich with flavors of toasted oak, vanilla, apple, pear and hints of coconut. Refined acidity and hints of green apple linger on the elegant finish</p>","Nashoba Valley Spirits, Ltd.","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Dry White Wine Oak Aged,wine,TRUE,Title,Default Title,,,,,,,,6.06E+11,1360.77711,,-26,deny,manual,24.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0623/7254/4598/files/chardonnay1-1711043872172.jpg?v=1732366229,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,,,,,dry,,,,,,,lb,,,active
1032,Marion,<p>Slightly acidic with a mildly sweet finish.?ÿ Made with 25% Marion blackberries and 75% Chardonnay grapes.</p>,"Nashoba Valley Spirits, Ltd.","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Off Dry Rose,"<p>Slightly acidic with a mildly sweet finish. Made with 25% Marion blackberries and 75% Chardonnay grapes.</p>, wine",TRUE,Title,Default Title,,,,,,,,6.06E+11,1360.77711,,-29,deny,manual,21,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0623/7254/4598/files/marion1-1711554754733.jpg?v=1732366221,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,,,,,off-dry,,,,,,,lb,,,active
1031,Estate Chardonnay,"<p>All Estate-grown Nashoba Valley vineyard grapes, hand- harvested and whole-cluster pressed. Translucent gold color. Barrel toast and caramelized flavors resembling tropical fruits layered with apple, pear and melon. Cool-climate firm acid finish.</p>",Nashoba,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",,"<p>All Estate-grown Nashoba Valley vineyard grapes, hand- harvested and whole-cluster pressed. Translucent gold color. Barrel toast and caramelized flavors resembling tropical fruits layered with apple, pear and melon. Cool-climate firm acid finish.</p>, wine",TRUE,Title,Default Title,,,,,,,,'60610010316,1360.77711,,-30,deny,manual,25.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0623/7254/4598/files/estatechar1-1711553669389.jpg?v=1732366218,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,massachusetts,,,,dry,white,,,,,,lb,,,active
1029,Stainless Chardonnay,"<p>A nice break from the barrel fermented buttery traditional Chardonnays, our stainless steel aged Chardonnay allow the fruit to express its true personality. The truest expression of the grape revealing balanced aromas of tropical fruits and citrus, crisp</p>","Nashoba Valley Spirits, Ltd.","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Dry White Wine,"<p><em>2019 Stainless Steel Chardonnay. A medium to full bodied dry white wine with notes of green apple, honey and finishes with slight lemon notes. This is a refreshing almost thirst quenching style, making it an easy drinking wine that is perfect for a beautiful Spring or Summer day. This vintage pairs great with spicy foods such as curry or freshly caught fish.</em></p>, pear, wine",TRUE,Title,Default Title,,,,,,,,6.06E+11,1360.77711,,-67,deny,manual,23,,TRUE,FALSE,,,,,"2019 Stainless Steel Chardonnay. A medium to full bodied dry white wine with notes of green apple, pear, honey and finishes with slight lemon notes. This is...",https://cdn.shopify.com/s/files/1/0623/7254/4598/files/stainless1-1711556286577.jpg?v=1732366213,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,,,,,dry,,,,,,,lb,,,active
1028,Artemisia Sweet Vermouth,"<p>Sweet vermouth: Made form fortified Merlot wine which was steeped with a proprietary blend of herbs and spices. Prominent notes of orange peel, cardamom, gentian root and wormwood. Perfect for making Manhattan's or Negroni's.</p>","Nashoba Valley Winery, Distillery and Brewery","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",,"Vermouth, wine",TRUE,Title,Default Title,,,,,,,,'60610022204,1360.77711,,-2,deny,manual,18,,TRUE,FALSE,,,,,"Sweet vermouth: Made form fortified Merlot wine which was steeped with a proprietary blend of herbs and spices. Prominent notes of orange peel, cardamom,...",https://cdn.shopify.com/s/files/1/0623/7254/4598/files/sweetvermouth1-1711039375100.jpg?v=1732366210,1,,FALSE,,,Wine,,Adult,,,,,,,,,375.0ml,,,,,,,,,,,,sweet,merlot,,,,,,lb,,,active
1027,Estate St. Croix,"<p>St. Croix produces a sweet bluish-red grape that makes an excellent grape for a northern red wine.St Croix makes a medium to full-bodied, dry, deep red wine with soft tannins and good fruit aromas, with currant and other dried fruit flavor qualities.</p>",Nashoba,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",,"<p>St. Croix produces a sweet bluish-red grape that makes an excellent grape for a northern red wine.St Croix makes a medium to full-bodied, deep red wine with soft tannins and good fruit aromas, dry, wine, with currant and other dried fruit flavor qualities.</p>",TRUE,Title,Default Title,,,,,,,,6.06E+11,1360.77711,,-19,deny,manual,21.5,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0623/7254/4598/files/st-croix1-1711554041101.jpg?v=1732366207,1,,FALSE,,,Wine,,Adult,,,,,,,,,750.0ml,,,,,,,,estate; massachusetts,,,,dry,,,,,,,lb,,,active
